1, "base1", 13025, 31.76, 0.376699
2, "base2", 12858, 30.44, 0.384549
3, "optimized", 12603, 31.696, 0.40041
4, "optimized2", 8147, 23.627, 0.298482
5, "conf-5", 17612, 24.625, 0.311099
6, "conf-6", 7717, 23.575, 0.297838
