1, "base1", 13157, 32.157, 0.406208
2, "base2", 13690, 32.069, 0.405117
3, "optimized", 12585, 32.099, 0.405497
4, "optimized2", 8070, 23.551, 0.297515
5, "conf-5", 17693, 24.838, 0.313773
6, "conf-6", 7866, 23.556, 0.297573
