1, "base1", 12866, 31.532, 0.398353
2, "base2", 12226, 29.984, 0.378785
3, "optimized", 12824, 32.333, 0.408996
4, "optimized2", 8376, 23.445, 0.29618
5, "conf-5", 17682, 24.843, 0.313714
6, "conf-6", 7953, 23.582, 0.297915
